review,rating,sentiment,sentiment_ai,sentiment_final
"16.07.2020 року купила мультиваку. Думала, якщо відома марка техніки,то буде працювати. Помилялася. Сьогодні перестала працювати. На жаль.",2,Negative,Negative,Negative
"Порада продавцю, вказуйте розмір голови для якого навушники будуть зручними, бо з маленької голови, а це 58 і меньше вони напевно будуть спадати самостійно",3,Neutral,Neutral,Neutral
"Вибирав по відгуках та вказаних в характеристиках розмірах. Мені підійшло ідеально. Комплектація була повною. Збирається та встановлюється дуже легко.
",5,Positive,Positive,Positive
"Дуже подобається саме цех запах, він шикарний довго відчувається і від нього кайфуєш, одного мішечка вистачає більше як на місяць аромату, висить нічого не витікає, задоволений
",5,Positive,Positive,Positive
"Ледь відчутний аромат, в доньки легка форма АД, але нам цей засіб підійшов.
В принципі не поганий гель для душу, але для миття волосся не підійшов
",3,Neutral,Neutral,Neutral
"Рамка непогана. Але чому в описі вказано скло а прийшло оргскло, шматок пластику який швидко псується. Комусь це може бути принципово !!! ",1,Negative,Negative,Negative
"Один недолік який повністтю знеціює даний девайс це кнопка вмикання яку потрібно утримувати для роботи блендера. Повністю незадоволений даним товаром
",1,Negative,Negative,Negative
"Всі переваги цього тонометра в тому, що він автоматичний. Коли погано людині і немає сил накачувати, то це основне для хворої людини. Цей тонометр добра допомога для контролю тиску.
",3,Neutral,Positive,Positive
"У мене вона перестала працювати десь після другого використання(
На місяць поїхала в сервіс на ремонт.. чим закінчиться це буде ще видно.
",1,Negative,Negative,Negative
"З коробки виходить 8 чашок кави, що небагато за свої гроші. Адже всередині 8 капсул з сухими вершками і 8 - з меленою кавою.",5,Positive,Negative,Negative
"цілком собі смачний напій (краще беріть цей, всі інші гірші), але від матчі там лише колір) класно розвести в молоці, а не в воді.
",3,Neutral,Positive,Positive
"Одноразовий. Дитя папу раз його торкнувся і все пісні до кінця не грають та і нема там заявленої кількості пісень (рахувала)
",3,Neutral,Negative,Negative
"Добрий вечір! Замовляла тут навушники, в білому кольорі - достойно виглядають і мають хороший звук. Також доволі швидко заряджаються і довгий час тримають заряд.
",5,Positive,Positive,Positive
"Провід землі у плоского кабелю повинен бути розташований між нулем і фазою для меншого нагрівання і безпеки.
",1,Negative,Neutral,Negative
"Неправильна йде вимова букв, від чого дитина вже навчається не правильно.
Чомусь деякі букви звучать по іншому.
Можливо вже поправили.
Раджу перед покупкою перевіряти.
",2,Negative,Negative,Negative
"Не підійшов товар. Хоча продавець запевняв у відповідності до мого замовлення. Обіцяли поміняти і не виходять на зв'язок! Нікому не рекомендую!
",1,Negative,Negative,Negative
"На кухні не плитка, можливо тому тримач постійно падає.
Про інші варіанти експлуатації нічого сказати не можу. Тому в кого на кухні теж не плитка - краще не купуйте :)
",3,Neutral,Negative,Neutral
"На жаль поставляється без батарей - перевірити відразу не можливо.
Колір має бути БІЛИЙ, а надіслано ЧОРНИЙ.
Але , як на мене, чорний навіть кращий.
",5,Positive,Negative,Neutral
"Маска на тиждень. Рівно через тиждень почала дуже сильно протікати. Кожен третій подих треба продувати. Не рекомендую.
",1,Negative,Negative,Negative
"Памперси бюджетні, але для використання вдень підходять. Не дають алергії , не збиваються. Але вбирають не дуже, тому потрібно частіше міняти
",3,Neutral,Neutral,Neutral
"У загальному машинка не погана, не дорога, проста, функціональна, але в комплект усі лапки не помішали б.
",3,Neutral,Neutral,Neutral
"Купувався на заміну ""рідного"" кабелю від терабайтного вінчестера ""Трансент"", який у процесі експуатації був зіпсований; свою роботу виконує.
",3,Neutral,Neutral,Neutral
"Не думаю, що саме ультразвук витягує цятки і жир, тільки якщо сильно надавлювати на шкіру, що в принципі можна робити і без цієї цяці.
",3,Neutral,Neutral,Neutral
Користуюся 2 роки. Дуже хотіла його і купила. Звичайна праска. За 3 тисячі могла б бути і кращою.,3,Neutral,Neutral,Neutral
"Для новонароджених не рекомендую- сильно ароматизовані.
А для більш старших дітей - те, що треба: витерти ручки, чи в побуті щось на швидкоруч
",3,Neutral,Neutral,Neutral
"Під час підрахунку 10-гривневих купюр дрібні купюри пропускає, не зупиняється (1 гривня, 2 гривні, 5 гривень), з 20-гривневими інколи те саме. Перевіряв при детекції 3.",3,Neutral,Neutral,Neutral
"Через рік рівень максимальної гучності впав. Чистка помітних результатів не дала. Взяв ще одні по акції для вулиці
",3,Neutral,Neutral,Neutral
"Купили в прошлому році бойлер. Зараз згорів один тен. Скажіть, будь ласка, чи можливо купити цей тен окремо? Дякую
",3,Neutral,Neutral,Neutral
"всетаки для того щоб їздити мишею по ліжку потрібно брати лазерну, звичайної оптики недостатньо :(
",3,Neutral,Neutral,Neutral
"Користуюся місяць, вже трішечки збилася. Хоча й ціна нормальна, але бажано - щоб довше лишалася м'якою та пишною.
",3,Neutral,Neutral,Neutral
"Не є фітнес-тренером чи спортсменом, очікувала більшої пружності від товару. До чорного і червоного претензій немає.",3,Neutral,Neutral,Neutral
"Середнє винце. Ніс зовсім відсутній. Смак класичний Бордо, але нічого видатного. Післясмак короткий. Повторно не візьму. Емоції від споживання цього вина відсутні. Випили і все.
",3,Neutral,Neutral,Neutral
"Звук тихий, якщо хочеться слухати якісну музику - не варіант. На ціну цю нормально. Чути без шумів, і те добре.
",3,Neutral,Neutral,Neutral
"Купували заради підтримки вітчизняного виробника
Зернятка маленькі, колір від світло-жовтого до темно-коричневого. Має легкий аромат з кислинкою. На смак - відповідає своїй вартості.
",3,Neutral,Neutral,Neutral
"Якщо бабуся/дідусь потребують просто поговорити - підходить. Якщо більш менш бачать - можна навчити як користуватись повідомленнями.
",3,Neutral,Neutral,Neutral
"Дешевий варіант на день, мають запах, на дотик клейончасті, всередині майже не відрізняються від трусиків преміум кеа, якщо часто змінювати то все Ок.
",3,Neutral,Neutral,Neutral
"Загалом нормальна мишка, але нічого особливого. Якби не відносно тихе клацання, сказала б, що нічим не краща за набагато дешевші.
",3,Neutral,Neutral,Neutral
"Звичайна китайська світилка з пластмаси, ледве світить і треба ставити під стелю аби було норм. Втім це абсолютно окей ураховуючи ціну. Дитині може й сподобається
",3,Neutral,Neutral,Neutral
"Трохи дивний смак. Якийсь кислуватий і більше схоже на копчені томати, ніж на паприку)) А смак мигдалю я взагалі не відчула.
",3,Neutral,Neutral,Neutral
"Стосовно шуму потрібна порада. У відгуках читала, що не шумна. Тому припускаю що ми щось не так робимо.
",3,Neutral,Neutral,Neutral
"рожевий - якісний, але мені занадто важко ним працювати - тугий. Підійде людям із високім рівнем не середнячкам та новачкам
",3,Neutral,Neutral,Neutral
"По маркуванню дата випуску 20190215. Після покупки видав 6,1 Агодин. При заряді -розряді видав ємність 7Агодин. До номіналу не вистачає 2 Агодини, можливо через довге зберігання.
",3,Neutral,Neutral,Neutral
"Аромат насичений і специфічний. Ніби старий парфюм із запахом ванілі, або ж запах ванілі змішаний із запахом салону старої автівки
",3,Neutral,Neutral,Neutral
"Звичайні рушники, нічого особливого. Якщо по знижці і з безкоштовною доставкою, то можна брати. Але як на мене, то порівняно зі звичайними(купленими у проммагазині) дуже швидко закінчуються.
",3,Neutral,Neutral,Neutral
"Це не щітка, а точніше швабра для миття авто. З вигляду вроді норм. Покористуюсь відпишусь і доповню відгук
",3,Neutral,Neutral,Neutral
"Стійкі. Особисто для мене пахнуть йодом, бинтами і лікарнею. Дуже приторний аромат паленого цукру. Ну це особисто мені, комусь вони дуже подобаються.
",3,Neutral,Neutral,Neutral
"В цілому нормально, опису і фото с комменту вище відповідає.
Хотілося би побачити комментар магазина стосовно країни виробника.
",3,Neutral,Neutral,Neutral
"Підходить краще для телефонів з екраном від 5.5 дюймів. Мій xiaomi redmi4x з екраном 5 дюймів.
",3,Neutral,Neutral,Neutral
"Звичайний чай за ароматом і терпкістю.
Запивати з печивцем годиться. Смакувати без цукру - ні.
Не забарвлює воду одразу як це роблять пакетовані ""чаї"" з барвниками.
",3,Neutral,Neutral,Neutral
"Стильний дизайн, зручний у використанні, проте результату за декілька використань не помітила. Можливо з’явиться через рік ?? батерея долго не тримає.
",3,Neutral,Neutral,Neutral
"Красиві, але не дуже точні, якщо кілька разів важитися може показати різницю більше кілограма. Крім індексу маси тіла додаткових показників не визначає
",3,Neutral,Neutral,Neutral
"Лампа світить:) Світловий потік в порівнянні з 10 Вт. ну може на 20% більший, а хотілося б 40.
",3,Neutral,Neutral,Neutral
"Елемент замку (який відкривається) сховали від прямого натискання на бокову поверхню. Достатньо зручний. Потребує додаткової перевірки швів перед експлуатацією
",3,Neutral,Neutral,Neutral
"коли дивишся якийсь фільм,мишка світиться різними кольорами ___деколи мішає а так норм гризун___тестував в играх  сталкер 2,танках WOT,Фаллаут4
",3,Neutral,Neutral,Neutral
"Для тих хто цікавився, з PlayStation 4 мікрофон працює лише на пряму. Якщо підключати через спліттер, разом з навушниками, то консоль його не бачить, в перехіднику неправильна розпайка контактів.
",3,Neutral,Neutral,Neutral
"Гарно виглядає. Трохи текла вода з бочка в унітаз. Поставили нову резинку і просиліконили. Начебто поки все нормально.
",3,Neutral,Neutral,Neutral
"Ремінець як ремінець - єдине що колір на картинці відрізняється від реального, але не смертельно - на малюнку був насичено бузьковий, а прийшов блідно бузьковий...
",3,Neutral,Neutral,Neutral
"Загалом підгузник хороші на день та для дому. Але маломірять. На 11 кг потрібно брати розмір 5
",3,Neutral,Neutral,Neutral
"Придбав, користуюсь три роки нерегулярно, небагато. В порівнянні із Керхер К2 слабкий тиск 75 бар.
",3,Neutral,Neutral,Neutral
"Телефон прийшов відкритий (зірвана фірмова наліпка), також відкритий пакет з батареєю, сподіваюся що все буде працювати нормально
",3,Neutral,Neutral,Neutral
"Слухав данну модель, звук ніякий, середини взагалі нема, на важких композиціях замість середини каша а так нормально.
",3,Neutral,Neutral,Neutral
"Брав на заміну xiaomi min Wi-Fi. Якість покриття гірше, швидкість вища, але не всі 1Гбіт. За свої гроші ок, але не вау.
",3,Neutral,Neutral,Neutral
"Вау-ефекта звісно немає, але поверхня після нього легко витирається без розводів та гарно виглядає. Подряпини не маскує
",3,Neutral,Neutral,Neutral
"так і не зрозумів, у чому його відмінність від ViLgrand VQ4812R окрім кольору і бренду. Обидва китайські, тільки ViLgrand дешевший.
",3,Neutral,Neutral,Neutral
"Магніти непогані, яскраві, реалістичні.
Один мінус -паперові, при бажанні зняти вони розшаровуються. На довго не вистачить.
Хіба покласти і не чіпати, що з дітками не зовсім реально.
",3,Neutral,Neutral,Neutral
"Получив нема гарантійного талону таке враження що нею хтось вже користувався бо є маленьке волосся на ній голосно вмикається в загальному задоволений.
",3,Neutral,Neutral,Neutral
"Таке враження що зекономили на екрані. Кольори підозріло мляві. Звук супер, чотири динаміки дають про себе знати. 11 андроїд з коробки, сподіваюся буде оновлення до 12.
",3,Neutral,Neutral,Neutral
"Дуже тонке. У відділенні не можна було розрахувати,бо було запаєне в пакеті. Брали як зимове,але побачимо чи впорається
",3,Neutral,Neutral,Neutral
"Неоднозначне враження. При нанесенні не припікає,шкіра не відшулушується, але після нанесення шкіра гладенька,тому не рекомендую купляти тим хто чекає ефекту як від пілінгу
",3,Neutral,Neutral,Neutral
"Сама ковдра непогана.Напевно за таку ціну норма.Зрпзу відгук не писала,хотіла побачити яка буде з часом.
Трохи просіла,тканина білосніжна.
Але це не тей товар,який на довгі часи.
Це вже видно зараз.
",3,Neutral,Neutral,Neutral
"Нормальні навушники для прослуховування аудіо. Можливо користуватись в якості гарнітури в приміщенні. На вулиці говорити в них майже не можливо.
",3,Neutral,Neutral,Neutral
"Смак — повний жесть, зайде тільки найвитонченішим гурманам. Товар середній, окрім банки, немає помітних переваг перед іншими дешевими протеїнами.",3,Neutral,Neutral,Neutral
"Переоцінений. Так і не привик до IOS, по зручності гірше Android. З переваг - тримає дуже довго в порівнянні з флагманами (2 дні повноцінних), хороша нічна камера.
",3,Neutral,Neutral,Neutral
"В центрі видачі включили, трохи поробила підсвітка. Вдома вже не працювала. Приніс обратно, забрали, кошти повернули.
",3,Neutral,Neutral,Neutral
"Олівці м'які, легко малювати, сильно виражені аромати. Але кольори не насичені, якщо порівнювати з Crayola.
",3,Neutral,Neutral,Neutral
"Наче і якісний томатний сік, але з дещо незвичним присмаком. Якимось морквяним, чи що... Хоча дружині сподобався.
Мій вибір все ж - Чумак в скляних банках.
",3,Neutral,Neutral,Neutral
"#моєрозпакування Потрібно враховувати, що вона зі скошеними гранями й об'ємних речей туди особливо не позакидаєш.
",3,Neutral,Neutral,Neutral
"Якщо треба зробити презент, чи знак уваги - підійде, симпатична коробка. Якість чаю нічим не вирізняється.
",3,Neutral,Neutral,Neutral
"За такі гроші дуже навіть нормальна камера, ось тільки винічному режимі вбудована підсвітка слабувата. Може якось можна ""прикрутити"" сильніший світлодіод, щоб краще підсвічувалось вночі? Є в когось ідеї?
",3,Neutral,Neutral,Neutral
"Смак дуже специфічний. Яскраво виражений смак цукро-замінника.
В порівнянні з солодким SeriousMass - зовсім інший.
Випив 2 порції, решту віддав товаришу, йому подобається.
",3,Neutral,Neutral,Neutral
"Ну таке) не airpods, але і ціна відповідна, для розмов, норм але є нюанси невеликі, музика - як на мене сирувато)))
",3,Neutral,Neutral,Neutral
"Нормальний туалетний папір. Відповідає своїй ціні. Непоганий. В порівнянні з дорожчим трішки менший в розмірах.
",3,Neutral,Neutral,Neutral
"Колір гарний, такий як і очікувала. Текстура приємна, не має відчуття стягненості на губах. Але зовсім не стійка ( навіть якщо не пити і не їсти, то помада посто ""з'їдається"").
",3,Neutral,Neutral,Neutral
"Без софта (який можна знайти на офіційному сайті) навушники - повний нуль. Але з софтом, де можна підкрутити звук, стають цілком прийнятними, особливо за такі гроші.
",3,Neutral,Neutral,Neutral
"Купив дідусю на подарунок , поки що візуально працює , має запах різкий пластику , гарантії не дали лише чек про покупку , відправка довга
",3,Neutral,Neutral,Neutral
"Присутні засвіти в правому верхньому куті. Виявив лінію ""битих"" пікселів в 2 см, виправив програмно
",3,Neutral,Neutral,Neutral
"Чи потрібно здати в ремонт, якщо волосся трохит димиться при накручуванні? чи це нормальне явище?
",3,Neutral,Neutral,Neutral
"Диск як диск. характеристикам швидкості відповідає. це мій перший Solid State Drive так, що в любому вау-ефект швидкості присутній.
",3,Neutral,Neutral,Neutral
"Взяв як альтернативу Дикій кориці(що має тонкий ніжний запах)... Думаю переборщив із яскравістю - запах сильний. Мило м'яке, для шкіри норм на кожен день.
",3,Neutral,Neutral,Neutral
"Миша мені дуже сподобалася, але вона дуже велика для моєї ручці, але не дивлячись на це капелюшок free fortnite заробити вдалося.
",3,Neutral,Neutral,Neutral
"Слабо б'є але якщо використовувати його в робіт з м'якими породами дерев то все добре получається
",3,Neutral,Neutral,Neutral
"Зручний, світить доволі добре. Тільки один великий мінус - щоб вимкнути потрібно переклацати всі режими в якому працює даний ліхтар
",3,Neutral,Neutral,Neutral
"Замовив не той що потрібно, тому що фотографія на сайті насоса wrs 25/6, а не 25/4. Надіюсь це не страшно, бо помітив це вже після встановлення.
",3,Neutral,Neutral,Neutral
"Працює і без живлення. Перші 5 хвилин зображення може тимчасово перериватись на 1-2 секунди з збереженням звуку. Потім наче прогрівається і працює справно.
",3,Neutral,Neutral,Neutral
"Було б добре якщо в цього стільця був невеликий кут нахилу назад і якась сіточка для спини.
",3,Neutral,Neutral,Neutral
"Дуже гарна кава: вдале поєднання доступної ціни та якості. Підходить і на кожний день, і гостей пригостити не соромно.
",5,Positive,Positive,Positive
"Прибав даний товар, все швидко та без проблем доставили. Персонал відповідав на всі мої питання. Велике спасибі компанії
",5,Positive,Positive,Positive
"Гарний, акуратно зроблений карниз, дуже уважна до побажань, компетентна і доброзичлива команда підтримки — чудовий продавець! Приємно мати справу
",5,Positive,Positive,Positive
"Витяжка- практична, зручна не великих розмірів. Всі заявлені характеристики відповідають дійсності. Приємно дивує потужність витяжки, вона вмить втягує зайві запахи. Витяжка просто неймовірна.Раджу всім її брати. ",5,Positive,Positive,Positive
"Замовляю Omega 3 фірми Olimp не перший раз, дією даної Omega 3 задоволений. Допомагають при схудненні та занятті спортом. Крута добавка за таку ціну. Рекомендую!!!
#моєрозпакування
",5,Positive,Positive,Positive
"Чудова ванна. Після перегляду акрилових і металевих ванн зупинилися на виробнику KALDEWEI і не жаліємо. Ванна дійсно віповідає якості чавунної. Рекомендуємо.
",5,Positive,Positive,Positive
"Прекрасне піаніно для дитини двох років, не перша іграшка від Battat. Завжди задоволенію Служить дуже довго.
",4,Positive,Positive,Positive
"Купили для підлітка, недорого та цікаве виконання виробу, дійсно дитині сподабалося, каже добре музику слухати, задоволений! Вважаю, вартує всїх грошей.
",5,Positive,Positive,Positive
"Користуюся близько пів року, за цей час жодного разу не ламався і не перегрівався. Якість збірки та матеріалів — відмінна.",4,Positive,Positive,Positive
"Останнім часом дуже хороші товари роблять. Не перший раз купляю - жодних проблем. От і конвектором більш ніж задоволений.
",5,Positive,Positive,Positive
"Прийшов стіл. Гарно упакований, хорошої якості, легкий у збірці (поклали ключик для збору, окреме дякую). Навіть враховуючи що білого кольору, небуло ніякий дефектів чи забруднень. Товаром задоволений. Не хиткий.
",5,Positive,Positive,Positive
"Довго не думали з вибором, так як такий самий фен у батьків уже рік! Без жодних проблем! Все працює чудово.
І виглядає стильно.
",5,Positive,Positive,Positive
"Дуже хороший крем! Мені повністю підійшов,матує і зволожує одночасно,не залишає липкої плівки,зразу впитується. Моя шкіра дуже жирна з розширеними порами,іноді бувають висипання.Крем порекомендувала косметолог,на даний час мені результат подобається,тому рекомендую.
",5,Positive,Positive,Positive
"Купив стіл у даного продавця. Компактний стіл, збирається дуже легко. Дуже сподобалась покупка. Відправлення запаковано дуже безпечно. Якщо коротко, то все сподобалось, рекомендую до покупок у цього продавця.
",5,Positive,Positive,Positive
"Дуже класна духова шафа. Зручна, має багато функцій, в т.ч. відкладений старт. Тобто можно віставити час, піти на роботу, а по поверненню на вас буе чекати свіжоприготовлена страва.
",5,Positive,Positive,Positive
"Товар доставили швидко, упаковка ціла. Ковдра тепла, але непарка, що важливо. Можна вкриватися восени і навесні. 2,2*2м вистачить на двох. Рекомендую!
#моєрозпакування
",5,Positive,Positive,Positive
"Замовив жалюзі і не пошкодував. Якість відмінна, ціна демократична, оперативна доставка. Приємно здивувало спілкування з менеджером. Обов'язково буду купувати ще і радити знайомим і друзям. Дякую!
",5,Positive,Positive,Positive
"Пакети сподобались. Нова задумка ручок у вигляді сумки-хороша. Якість поліетилену хороша, міцний. Віддаємо перевагу цій фірмі давно.
",5,Positive,Positive,Positive
"Дуже цупкий матеріал, приємний на дотик. Не склеюється між собою і не липне до тіла. Дуже задоволена!
",5,Positive,Positive,Positive
"Хороший набір, як для домашнього користування. Минулого разу брав дешевий Китай, і навіть при не частому використанні викрутки гнулись і стирались. Тут сталь хороша. Своїх грошей набір точно коштує.
",5,Positive,Positive,Positive
"Дозволяючи якісно виконувати високошвидкісний друк, сканування та копіювання документів. Стильний компактний принтер оснащений потужними, але простими у використанні функціями. Якісний друк текстових документів та фотографій. #мояраспаковка
",5,Positive,Positive,Positive
"Це вже другий. Купив і забув про те що є одноразові бритви. Бриє супер .
",5,Positive,Positive,Positive
"Миша хороша, виглядає красиво, зручна у використанні, якість самої мишки та її покриття на висоті, працює майже на будь-якій поверхності. До недоліків можна віднести неналаштовувану підсвідку.
",4,Positive,Positive,Positive
"TM Huggies підгузки,які я обрала для свого малюка ще з народження,і до цього часу купую.Ідеально підходять,і мені подобаються.Іншу марку і не думала міняти
",4,Positive,Positive,Positive
"Чудовий набір, як для того, хто проводить у гаражі свій вільний час. Зроблено якісно, основні елементи у ньому є. Особливо приємно, що ціна не є астрономічною. Набором дуже задоволений.
",5,Positive,Positive,Positive
"Прикольні гантелі, зручні в руці, нічим не гірші за ті що в 5-10 раз дорожче
",5,Positive,Positive,Positive
"Фен дуже класний. Яскравий, компактний, зручний у використанні і потужний як для свого розміру. Брали дитині в басейн - задоволена, сама з ним гарно справляється. Він такий дівчачий)
",5,Positive,Positive,Positive
"Хороший засіб. Враховуючи те, що більшість батьків миють дітей звичайним милом, то засіб взагалі супер...
",5,Positive,Positive,Positive
"Рекомендую! Спочатку сумнівалася чи брати, але повністю задоволена! Вони перевершили мої очікування, тепер братиму лише трусики.До речі на вагу 9 кг підходять ідеально, тому дітям з більшою вагою можуть маломірити.
",5,Positive,Positive,Positive
"Замовила на подарунок. Хвилювалась чи якісний, але дарма. За розумні гроші - хороший товар. Швидка доставка. Гарно запактваний. Рекомендую!
",5,Positive,Positive,Positive
"Раковина красива,дуже задоволена.Якраз те,що мені треба.З гарним змішувачем виглядає стильно і дорого.Доставка теж потішила, якісно упакована.
",5,Positive,Positive,Positive
"Щиро вдячна Владиславу, за вміння спілкуватись, за повну інформацію про товар.
І окремо: За гарну українську мову!
",5,Positive,Positive,Positive
"Приємна продавець. Жалюзі ідеально підійшли. Згодна що трохи кривий крипіж. Ковпачки з боків так і не натягнула. Там все складно. Але це не заважає функціонуванню. І все інше супер
",5,Positive,Positive,Positive
"Просто налаштувати, зовн. вінт на 1ТБ підключив без проблем, швидкість не ріже, з МФУ не свариться, покупкою задоволений, просто і якісно!
",5,Positive,Positive,Positive
"Придбала за порадою, дитині 9 міс, почервоніння, сухість, алергія. За два дні видно покращення. Від слини борідка червона- теж допомагає.
",5,Positive,Positive,Positive
"#моєрозпакування
Якісний, швидкий, брендовий SSD. Дивіться моє відео розпакування, порівняльний тест (із SSD від Samsung).
",5,Positive,Positive,Positive
"Довго обирала ціна-якість. Замовили ввечірі, наступного дня вже було під під’їздом. 40 хвилин не поспішаючи, зібрала. Якість дуже сподобалась , в наборі навіть викрутка була все зрозуміло. Користуємось ;)
",5,Positive,Positive,Positive
"Чудова розетка. Надійна.
Але щоб розібрати потрібно викрутити десяток саморізів. Зато коли збереш - моноліт.
",5,Positive,Positive,Positive
"Працює тихо, голосніше лише коли ввімкнута система супер заморозки. Зручно, що видно скільки градусів у камері. Сподіваюсь, що німецький бренд не підведе.
",5,Positive,Positive,Positive
"Телефон працює справно, на фірмі більше 50 шт, всі працюють справно вже багато років, жодної не було поломки. Рекомендую.
#моєрозпакування
",5,Positive,Positive,Positive
"Якісна і точна вага. Можна прив""язати до Mi Fit і зважування автоматично буде передаватись в додаток. Дисплей досить яскравий та чіткий (на фотографіях часто виглядає слабоконтрастним).
",5,Positive,Positive,Positive
"Вибирав довго, та результатом задоволений.
На офіційному сайті всіх консультантів дістав, вибачте, я не спеціально.
Дякую!
",5,Positive,Positive,Positive
"Чудові папки, перевірені ще студентськими роками, свою роботу роблять гарно, здатні вмістити все гору файлів з документами
",5,Positive,Positive,Positive
"Дуже хороший карниз, легесенький, стильний, майже непомітний, відправили швидко, залишились задоволеними найкращі побажання для продавця
",5,Positive,Positive,Positive
"Гарний наматрасники, розмір ідеально підійшов. Все як на фото. Продавець швидко зв'язався для уточнення замовлення. Також швидко відправили.Дякую
",5,Positive,Positive,Positive
"Чекаю, щоб минуло шість місяців, щоб знову купити цей товар. Решти слова зайві. Рекомендую. Дякую продавцеві за роботу і товар.
",5,Positive,Positive,Positive
"Ящики мають якісний пластик, зручно користуватись. Система No Frost не потребує розмороження. Надійне механічне регулювання температури.
",5,Positive,Positive,Positive
"Дуже класний бойлер. Великий об'єм. Швидко нагрівається. Вистачає скупатися підряд сім'ї з трьох людей точно. Показує температуру нагріву в бойлері та можна самому виставляти максимальний нагрів на панелі. Дуже задоволена.
",5,Positive,Positive,Positive
"Чудовий інструмент на свої гроші! Працюю ним майже півроку в цеху. Візьму ще одну на дачу
",5,Positive,Positive,Positive
"Раніше купували медичну гуарану, і можу сказати що спортивна, більш ефективна. Нам дуже сподобалась, замовили ще 2 банки.
",5,Positive,Positive,Positive
"Не вперше купую в цьому магазині. Все швидко, чітко й якісно. Іграшкою-скарбничкою задоволені. Брав у подарунок дитині друзів.",5,Positive,Positive,Positive
"Після довгого пошуку гарної туші, зупинила свій вибір на цій. Наноситься гарно, не осипається. Змивається добре, як спеціальними засобами так і звичайним милом.
",5,Positive,Positive,Positive
"Дякую розетці за швидку доставку .Товар без пошкоджень.Уважно читайте характеристику про товар .Там чітко і ясно все про товар описують.Опис про товар відповідає на всі 100%•Посудомийною машиною задоволена.Рекомендую.
",5,Positive,Positive,Positive
"Якісна мультиварка купували собі. Користуватись зручно, Книга рецептів дуже допомагає. Купили ще одну на подарунок!!! Всім рекомендую))
",5,Positive,Positive,Positive
"Якісний товар, дуже зручна упаковка з ручками. Після розпаковки було досить легко розрівняти наматрасник та натягнути його на матрас. Розміри співпадають. Тримається міцно і не йорзає. Однозначно рекомендую!
",5,Positive,Positive,Positive
"Купував для домашніх потреб. Тож дуже потужну і дорогу брати на бачив сенсу.. Добра машина. Міцна, зручна. Надто не треба! Справляється з завданнями на відмінно!
",5,Positive,Positive,Positive
"Чудовий антисептик, подобається те, що не сушить шкіру рук і має приємний аромат. І спирт, до речі, в правильному співвідношенні.
",5,Positive,Positive,Positive
"Після першого такого картриджу зрозумів, чому в порядних країнах не паряться щодо заправки.
Ідеально, недорого та дуже якісний друк.
",5,Positive,Positive,Positive
"Маю таку на 20л каністрі чудова! Замовлю ще одну легко закручується та відкручується щільно закриває протікань не має. Рекомендую
",5,Positive,Positive,Positive
"всі купують таку щітку для машини а я купила для своєї коляски вже іде дуже великий сніг дуже багато снігу заноситься додому.
",5,Positive,Positive,Positive
