,review,rating,entity_name,dataset_name,review_translate_sentences,review_translate_sentences_tokens,review_translate_sentences_pos,review_translate_sentences_lemma,is_question,sentiment,review_length
163,"Гарна якість за ці гроші , чудово підійшов під руль для ігор , відрізав лишнє , та готово ! Продавець швидко його відправив !
",5.0,45916448,rozetka,"['Гарна якість за ці гроші , чудово підійшов під руль для ігор , відрізав лишнє , та готово !', 'Продавець швидко його відправив !']","[['Гарна', 'якість', 'за', 'ці', 'гроші', ',', 'чудово', 'підійшов', 'під', 'руль', 'для', 'ігор', ',', 'відрізав', 'лишнє', ',', 'та', 'готово', '!'], ['Продавець', 'швидко', 'його', 'відправив', '!']]","[['ADJF', 'NOUN', 'ADVB', 'NPRO', 'NOUN', 'PNCT', 'ADVB', 'VERB', 'PREP', 'NOUN', 'PREP', 'NOUN', 'PNCT', 'VERB', 'ADJF', 'PNCT', 'CONJ', 'PRED', 'PNCT'], ['NOUN', 'ADVB', 'NOUN', 'VERB', 'PNCT']]","[['гарний', 'якість', 'за', 'цей', 'гріш', ',', 'чудово', 'підійти', 'під', 'руль', 'для', 'ігор', ',', 'відрізати', 'лишній', ',', 'та', 'готово', '!'], ['продавець', 'швидко', 'йога', 'відправити', '!']]","[False, False]",Positive,24
164,"користуємось близько 2-х тижнів. Коли ночі стали прохолодніші, син почав мерзнути під ковдрою (з підковдрою). Доводиться накривати зверху ще флісовою ковдрою.
Брали на зиму, сподівались буде теплішою
",3.0,mirson_2200002647588,rozetka,"['користуємось близько 2 - х тижнів .', 'Коли ночі стали прохолодніші , син почав мерзнути під ковдрою ( з підковдрою ) .', 'Доводиться накривати зверху ще флісовою ковдрою .', 'Брали на зиму , сподівались буде теплішою']","[['користуємось', 'близько', '2', '-', 'х', 'тижнів', '.'], ['Коли', 'ночі', 'стали', 'прохолодніші', ',', 'син', 'почав', 'мерзнути', 'під', 'ковдрою', '(', 'з', 'підковдрою', ')', '.'], ['Доводиться', 'накривати', 'зверху', 'ще', 'флісовою', 'ковдрою', '.'], ['Брали', 'на', 'зиму', ',', 'сподівались', 'буде', 'теплішою']]","[['VERB', 'ADVB', 'NUMB', 'PNCT', 'UNKN', 'NOUN', 'PNCT'], ['PRCL', 'NOUN', 'VERB', 'ADJF', 'PNCT', 'NOUN', 'VERB', 'VERB', 'PREP', 'NOUN', 'PNCT', 'PREP', 'NOUN', 'PNCT', 'PNCT'], ['VERB', 'VERB', 'ADVB', 'PRCL', 'ADJF', 'NOUN', 'PNCT'], ['VERB', 'INTJ', 'NOUN', 'PNCT', 'VERB', 'VERB', 'ADJF']]","[['користуватися', 'близько', '2', '-', 'х', 'тиждень', '.'], ['коли', 'ніч', 'стати', 'прохолодніший', ',', 'син', 'почати', 'мерзнути', 'під', 'ковдра', '(', 'з', 'підковдра', ')', '.'], ['доводитися', 'накривати', 'зверху', 'ще', 'флісовий', 'ковдра', '.'], ['брати', 'на', 'зима', ',', 'сподіватися', 'бути', 'тепліший']]","[False, False, False, False]",Neutral,27
165,"Часто пропадає вай-фай. Доводиться перезагружати пристрій.В мене двохповерховий будинок -покриття вай-фай на сто відсотків все не покриває. На дворі є сигнал макс до 15 метрів
",2.0,12017811,rozetka,"['Часто пропадає вай - фай .', 'Доводиться перезагружати пристрій .', 'В мене двохповерховий будинок - покриття вай - фай на сто відсотків все не покриває .', 'На дворі є сигнал макс до 15 метрів']","[['Часто', 'пропадає', 'вай', '-', 'фай', '.'], ['Доводиться', 'перезагружати', 'пристрій', '.'], ['В', 'мене', 'двохповерховий', 'будинок', '-', 'покриття', 'вай', '-', 'фай', 'на', 'сто', 'відсотків', 'все', 'не', 'покриває', '.'], ['На', 'дворі', 'є', 'сигнал', 'макс', 'до', '15', 'метрів']]","[['ADVB', 'VERB', 'UNKN', 'PNCT', 'UNKN', 'PNCT'], ['VERB', 'VERB', 'NOUN', 'PNCT'], ['PREP', 'NOUN', 'ADJF', 'NOUN', 'PNCT', 'NOUN', 'UNKN', 'PNCT', 'UNKN', 'INTJ', 'NUMR', 'NOUN', 'NPRO', 'PRCL', 'VERB', 'PNCT'], ['INTJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NUMB', 'NOUN']]","[['часто', 'пропадати', 'вай', '-', 'фай', '.'], ['доводитися', 'перезагружати', 'пристрій', '.'], ['в', 'мен', 'двохповерховий', 'будинок', '-', 'покриття', 'вай', '-', 'фай', 'на', 'сто', 'відсоток', 'весь', 'не', 'покривати', '.'], ['на', 'двір', 'бути', 'сигнал', 'макс', 'до', '15', 'метр']]","[False, False, False, False]",Negative,25
166,"Хороший набір, для нашої дитини просто супер. Вньому є зручна корзинка для зберігання, 2 досточки , 2 ножечка і безліч овочів.
",5.0,battat_bt2534z,rozetka,"['Хороший набір , для нашої дитини просто супер .', 'Вньому є зручна корзинка для зберігання , 2 досточки , 2 ножечка і безліч овочів .']","[['Хороший', 'набір', ',', 'для', 'нашої', 'дитини', 'просто', 'супер', '.'], ['Вньому', 'є', 'зручна', 'корзинка', 'для', 'зберігання', ',', '2', 'досточки', ',', '2', 'ножечка', 'і', 'безліч', 'овочів', '.']]","[['ADJF', 'ADVB', 'PNCT', 'PREP', 'NPRO', 'NOUN', 'PRCL', 'NOUN', 'PNCT'], ['NOUN', 'VERB', 'ADJF', 'NOUN', 'PREP', 'NOUN', 'PNCT', 'NUMB', 'NOUN', 'PNCT', 'NUMB', 'NOUN', 'CONJ', 'NOUN', 'NOUN', 'PNCT']]","[['хороший', 'набір', ',', 'для', 'наш', 'дитина', 'просто', 'супер', '.'], ['вньом', 'бути', 'зручний', 'корзинка', 'для', 'зберігання', ',', '2', 'досточка', ',', '2', 'ножечка', 'і', 'безліч', 'овоч', '.']]","[False, False]",Positive,21
167,"З вигляду клава чудова. Проте є дуже суттєві недоліки.
Вузькі клавіші.не дуже зручно тримати руку під час ігор. Треба дуже звикати
На лакованих поверхнях клава просто ковзає.
Задротам не рекомендую
",3.0,rztk-kb-410-rgb,rozetka,"['З вигляду клава чудова .', 'Проте є дуже суттєві недоліки .', 'Вузькі клавіші .', 'не дуже зручно тримати руку під час ігор .', 'Треба дуже звикатиНа лакованих поверхнях клава просто ковзає .', 'Задротам не рекомендую']","[['З', 'вигляду', 'клава', 'чудова', '.'], ['Проте', 'є', 'дуже', 'суттєві', 'недоліки', '.'], ['Вузькі', 'клавіші', '.'], ['не', 'дуже', 'зручно', 'тримати', 'руку', 'під', 'час', 'ігор', '.'], ['Треба', 'дуже', 'звикатиНа', 'лакованих', 'поверхнях', 'клава', 'просто', 'ковзає', '.'], ['Задротам', 'не', 'рекомендую']]","[['PREP', 'NOUN', 'NOUN', 'ADJF', 'PNCT'], ['CONJ', 'VERB', 'ADVB', 'ADJF', 'NOUN', 'PNCT'], ['ADJF', 'NOUN', 'PNCT'], ['PRCL', 'ADVB', 'ADVB', 'VERB', 'NOUN', 'PREP', 'NOUN', 'NOUN', 'PNCT'], ['NOUN', 'ADVB', 'NOUN', 'ADJF', 'NOUN', 'NOUN', 'PRCL', 'VERB', 'PNCT'], ['NOUN', 'PRCL', 'VERB']]","[['з', 'вигляд', 'клава', 'чудовий', '.'], ['проте', 'бути', 'дуже', 'суттєвий', 'недолік', '.'], ['вузький', 'клавіша', '.'], ['не', 'дуже', 'зручно', 'тримати', 'рука', 'під', 'час', 'ігор', '.'], ['треба', 'дуже', 'звикатина', 'лакований', 'поверхня', 'клава', 'просто', 'ковзати', '.'], ['задріт', 'не', 'рекомендувати']]","[False, False, False, False, False, False]",Neutral,30
168,"якісний сенсор - фліки, наводка усе чудово
гарна градієнтна підсвітка
легка вага, легкий кабель-паракорд - одразу не потрібен підтримувач для дроту за свою ціну для шутерів топова миша! 5/5
",5.0,hator_htm_312,rozetka,"['якісний сенсор - фліки , наводка усе чудовогарна градієнтна підсвіткалегка вага , легкий кабель - паракорд - одразу не потрібен підтримувач для дроту за свою ціну для шутерів топова миша !', '5 / 5']","[['якісний', 'сенсор', '-', 'фліки', ',', 'наводка', 'усе', 'чудовогарна', 'градієнтна', 'підсвіткалегка', 'вага', ',', 'легкий', 'кабель', '-', 'паракорд', '-', 'одразу', 'не', 'потрібен', 'підтримувач', 'для', 'дроту', 'за', 'свою', 'ціну', 'для', 'шутерів', 'топова', 'миша', '!'], ['5', '/', '5']]","[['ADJF', 'NOUN', 'PNCT', 'NOUN', 'PNCT', 'NOUN', 'ADVB', 'ADJF', 'ADJF', 'ADJF', 'NOUN', 'PNCT', 'ADJF', 'NOUN', 'PNCT', 'NOUN', 'PNCT', 'ADVB', 'PRCL', 'ADJF', 'NOUN', 'PREP', 'NOUN', 'ADVB', 'NPRO', 'NOUN', 'PREP', 'NOUN', 'ADJF', 'NOUN', 'PNCT'], ['NUMB', 'PNCT', 'NUMB']]","[['якісний', 'сенсор', '-', 'флік', ',', 'наводка', 'усе', 'чудовогарний', 'градієнтний', 'підсвіткалегкий', 'вага', ',', 'легкий', 'кабель', '-', 'паракорд', '-', 'одразу', 'не', 'потрібний', 'підтримувач', 'для', 'дріт', 'за', 'свій', 'ціна', 'для', 'шутерів', 'топовий', 'миша', '!'], ['5', '/', '5']]","[False, False]",Positive,29
169,"Ось так виглядає крісло через рік, я не дуже важкий 60 кг (якщо це важливо
Але перші пів року було прям дуже зручно
",3.0,hator_htc_912,rozetka,"['Ось так виглядає крісло через рік , я не дуже важкий 60 кг ( якщо це важливоАле перші пів року було прям дуже зручно']","[['Ось', 'так', 'виглядає', 'крісло', 'через', 'рік', ',', 'я', 'не', 'дуже', 'важкий', '60', 'кг', '(', 'якщо', 'це', 'важливоАле', 'перші', 'пів', 'року', 'було', 'прям', 'дуже', 'зручно']]","[['PRCL', 'PRCL', 'VERB', 'NOUN', 'PREP', 'NOUN', 'PNCT', 'NPRO', 'PRCL', 'ADVB', 'ADJF', 'NUMB', 'NOUN', 'PNCT', 'CONJ', 'PRCL', 'NOUN', 'ADJF', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADVB', 'ADVB']]","[['ось', 'так', 'виглядати', 'крісло', 'через', 'ріка', ',', 'я', 'не', 'дуже', 'важкий', '60', 'кг', '(', 'якщо', 'це', 'важливоал', 'перший', 'пів', 'рок', 'бути', 'прям', 'дуже', 'зручно']]",[False],Neutral,23
170,"На жаль поставляється без батарей - перевірити відразу не можливо.
Колір має бути БІЛИЙ, а надіслано ЧОРНИЙ.
Але , як на мене, чорний навіть кращий.
",5.0,medica-plus_cardio_control_7_0,rozetka,"['На жаль поставляється без батарей - перевірити відразу не можливо .', 'Колір має бути БІЛИЙ , а надіслано ЧОРНИЙ .', 'Але , як на мене , чорний навіть кращий .']","[['На', 'жаль', 'поставляється', 'без', 'батарей', '-', 'перевірити', 'відразу', 'не', 'можливо', '.'], ['Колір', 'має', 'бути', 'БІЛИЙ', ',', 'а', 'надіслано', 'ЧОРНИЙ', '.'], ['Але', ',', 'як', 'на', 'мене', ',', 'чорний', 'навіть', 'кращий', '.']]","[['INTJ', 'NOUN', 'VERB', 'PREP', 'NOUN', 'PNCT', 'VERB', 'NOUN', 'PRCL', 'ADVB', 'PNCT'], ['NOUN', 'VERB', 'NOUN', 'ADJF', 'PNCT', 'CONJ', 'VERB', 'ADJF', 'PNCT'], ['CONJ', 'PNCT', 'PRCL', 'INTJ', 'NOUN', 'PNCT', 'ADJF', 'PRCL', 'ADJF', 'PNCT']]","[['на', 'жаль', 'поставлятися', 'без', 'батарея', '-', 'перевірити', 'відраза', 'не', 'можливо', '.'], ['колір', 'мати', 'бута', 'білий', ',', 'а', 'надіслати', 'чорний', '.'], ['але', ',', 'як', 'на', 'мен', ',', 'чорний', 'навіть', 'кращий', '.']]","[False, False, False]",Positive,25
171,"дуже сподобались, кращі як на фото , якість шикарна, як б'ють по ногам навіть не чути))) рекомендую!
",5.0,select_5703543178919,rozetka,"[""дуже сподобались , кращі як на фото , якість шикарна , як б'ють по ногам навіть не чути ) ) ) рекомендую !""]","[['дуже', 'сподобались', ',', 'кращі', 'як', 'на', 'фото', ',', 'якість', 'шикарна', ',', 'як', ""б'ють"", 'по', 'ногам', 'навіть', 'не', 'чути', ')', ')', ')', 'рекомендую', '!']]","[['ADVB', 'VERB', 'PNCT', 'ADJF', 'PRCL', 'INTJ', 'NOUN', 'PNCT', 'NOUN', 'ADJF', 'PNCT', 'PRCL', 'VERB', 'PREP', 'NOUN', 'PRCL', 'PRCL', 'VERB', 'PNCT', 'PNCT', 'PNCT', 'VERB', 'PNCT']]","[['дуже', 'сподобатися', ',', 'кращий', 'як', 'на', 'фото', ',', 'якість', 'шикарний', ',', 'як', 'бити', 'по', 'нога', 'навіть', 'не', 'чути', ')', ')', ')', 'рекомендувати', '!']]",[False],Positive,17
172,"Не рекомендую брати даний набір краще вже за ті гроші замовити великий сет суші або купити квітів
",1.0,xoko_bs_300,rozetka,['Не рекомендую брати даний набір краще вже за ті гроші замовити великий сет суші або купити квітів'],"[['Не', 'рекомендую', 'брати', 'даний', 'набір', 'краще', 'вже', 'за', 'ті', 'гроші', 'замовити', 'великий', 'сет', 'суші', 'або', 'купити', 'квітів']]","[['PRCL', 'VERB', 'NOUN', 'ADJF', 'ADVB', 'ADVB', 'ADVB', 'ADVB', 'NPRO', 'NOUN', 'VERB', 'ADJF', 'NOUN', 'NOUN', 'CONJ', 'VERB', 'NOUN']]","[['не', 'рекомендувати', 'брат', 'даний', 'набір', 'краще', 'вже', 'за', 'той', 'гріш', 'замовити', 'великий', 'сет', 'суша', 'або', 'купити', 'квіти']]",[False],Negative,17
173,"Якість жахлива. Купував окремо простирадло, окремо підковдру, кольора різні при однаковому коді і моделі. Після 2 строк жахливе закошлачення, неможливо спати. Не рекомендую.
",1.0,mirson_2200001080454,rozetka,"['Якість жахлива .', 'Купував окремо простирадло , окремо підковдру , кольора різні при однаковому коді і моделі .', 'Після 2 строк жахливе закошлачення , неможливо спати .', 'Не рекомендую .']","[['Якість', 'жахлива', '.'], ['Купував', 'окремо', 'простирадло', ',', 'окремо', 'підковдру', ',', 'кольора', 'різні', 'при', 'однаковому', 'коді', 'і', 'моделі', '.'], ['Після', '2', 'строк', 'жахливе', 'закошлачення', ',', 'неможливо', 'спати', '.'], ['Не', 'рекомендую', '.']]","[['NOUN', 'ADJF', 'PNCT'], ['VERB', 'ADVB', 'NOUN', 'PNCT', 'ADVB', 'NOUN', 'PNCT', 'NOUN', 'ADJF', 'VERB', 'ADJF', 'NOUN', 'CONJ', 'NOUN', 'PNCT'], ['ADVB', 'NUMB', 'NOUN', 'ADJF', 'NOUN', 'PNCT', 'ADVB', 'VERB', 'PNCT'], ['PRCL', 'VERB', 'PNCT']]","[['якість', 'жахливий', '.'], ['купувати', 'окремо', 'простирадло', ',', 'окремо', 'підковдра', ',', 'кольора', 'різний', 'перти', 'однаковий', 'кода', 'і', 'модель', '.'], ['після', '2', 'строк', 'жахливий', 'закошлачення', ',', 'неможливо', 'спати', '.'], ['не', 'рекомендувати', '.']]","[False, False, False, False]",Negative,23
174,"Как по мне средний, как пыль, пересыпал в банку, вся кухня в белом порошке, Очень сладкий, с водой пью. С молоком невозможно пить",3.0,ab_pro_pro2000abva79,rozetka,"['Как по мне средний , как пыль , пересыпал в банку , вся кухня в белом порошке , Очень сладкий , с водой пью .', 'С молоком невозможно пить']","[['Как', 'по', 'мне', 'средний', ',', 'как', 'пыль', ',', 'пересыпал', 'в', 'банку', ',', 'вся', 'кухня', 'в', 'белом', 'порошке', ',', 'Очень', 'сладкий', ',', 'с', 'водой', 'пью', '.'], ['С', 'молоком', 'невозможно', 'пить']]","[['UNKN', 'PREP', 'VERB', 'VERB', 'PNCT', 'UNKN', 'NOUN', 'PNCT', 'NOUN', 'PREP', 'NOUN', 'PNCT', 'NPRO', 'NOUN', 'PREP', 'NOUN', 'ADJF', 'PNCT', 'NOUN', 'NOUN', 'PNCT', 'NOUN', 'NOUN', 'UNKN', 'PNCT'], ['NOUN', 'NOUN', 'ADVB', 'VERB']]","[['как', 'по', ""м'яти"", 'среднити', ',', 'как', 'пыль', ',', 'пересыпал', 'в', 'банка', ',', 'весь', 'кухня', 'в', 'белом', 'порошкий', ',', 'очення', 'сладкий', ',', 'с', 'водой', 'пью', '.'], ['с', 'молоко', 'невозможно', 'пити']]","[False, False]",Neutral,23
175,"Спочатку все обличчя почервоніло і так тррвало декілька годин. Потім з'явився пухир на всьому носі. Залишився опік, який не сходив 2 тижні
",1.0,nivea_4005808669615,rozetka,"['Спочатку все обличчя почервоніло і так тррвало декілька годин .', ""Потім з'явився пухир на всьому носі ."", 'Залишився опік , який не сходив 2 тижні']","[['Спочатку', 'все', 'обличчя', 'почервоніло', 'і', 'так', 'тррвало', 'декілька', 'годин', '.'], ['Потім', ""з'явився"", 'пухир', 'на', 'всьому', 'носі', '.'], ['Залишився', 'опік', ',', 'який', 'не', 'сходив', '2', 'тижні']]","[['ADVB', 'NPRO', 'NOUN', 'VERB', 'CONJ', 'PRCL', 'VERB', 'NPRO', 'NOUN', 'PNCT'], ['NPRO', 'VERB', 'NOUN', 'INTJ', 'NPRO', 'NOUN', 'PNCT'], ['VERB', 'NOUN', 'PNCT', 'NPRO', 'PRCL', 'VERB', 'NUMB', 'NOUN']]","[['спочатку', 'весь', 'обличчя', 'почервоніти', 'і', 'так', 'тррвати', 'декілька', 'година', '.'], ['потім', ""з'явитися"", 'пухир', 'на', 'весь', 'ніс', '.'], ['залишитися', 'опік', ',', 'який', 'не', 'сходити', '2', 'тиждень']]","[False, False, False]",Negative,22
176,"Досить приємна кава - зерна цілі, добре обсмажені. Оптимальна суміш робусти та арабіки, насичений смак, гарний аромат, дуже приємний післясмак. Всім раджу каву Jacobs !!!
",5.0,jacobs_8711000381397,rozetka,"['Досить приємна кава - зерна цілі , добре обсмажені .', 'Оптимальна суміш робусти та арабіки , насичений смак , гарний аромат , дуже приємний післясмак .', 'Всім раджу каву Jacobs ! !', '!']","[['Досить', 'приємна', 'кава', '-', 'зерна', 'цілі', ',', 'добре', 'обсмажені', '.'], ['Оптимальна', 'суміш', 'робусти', 'та', 'арабіки', ',', 'насичений', 'смак', ',', 'гарний', 'аромат', ',', 'дуже', 'приємний', 'післясмак', '.'], ['Всім', 'раджу', 'каву', 'Jacobs', '!', '!'], ['!']]","[['ADVB', 'ADJF', 'NOUN', 'PNCT', 'NOUN', 'ADJF', 'PNCT', 'ADVB', 'ADJF', 'PNCT'], ['ADJF', 'NOUN', 'VERB', 'CONJ', 'NOUN', 'PNCT', 'ADJF', 'NOUN', 'PNCT', 'ADJF', 'NOUN', 'PNCT', 'ADVB', 'ADJF', 'NOUN', 'PNCT'], ['NPRO', 'VERB', 'NOUN', 'LATN', 'PNCT', 'PNCT'], ['PNCT']]","[['досить', 'приємний', 'кава', '-', 'зерно', 'цілий', ',', 'добре', 'обсмажений', '.'], ['оптимальний', 'суміш', 'робустити', 'та', 'арабіка', ',', 'насичений', 'смак', ',', 'гарний', 'аромат', ',', 'дуже', 'приємний', 'післясмак', '.'], ['весь', 'радити', 'кава', 'jacobs', '!', '!'], ['!']]","[False, False, False, False]",Positive,25
177,"Добрий вечір! Замовляла тут навушники, в білому кольорі - достойно виглядають і мають хороший звук. Також доволі швидко заряджаються і довгий час тримають заряд.
",5.0,350023041,rozetka,"['Добрий вечір !', 'Замовляла тут навушники , в білому кольорі - достойно виглядають і мають хороший звук .', 'Також доволі швидко заряджаються і довгий час тримають заряд .']","[['Добрий', 'вечір', '!'], ['Замовляла', 'тут', 'навушники', ',', 'в', 'білому', 'кольорі', '-', 'достойно', 'виглядають', 'і', 'мають', 'хороший', 'звук', '.'], ['Також', 'доволі', 'швидко', 'заряджаються', 'і', 'довгий', 'час', 'тримають', 'заряд', '.']]","[['ADJF', 'NOUN', 'PNCT'], ['VERB', 'NPRO', 'NOUN', 'PNCT', 'PREP', 'ADJF', 'NOUN', 'PNCT', 'ADVB', 'VERB', 'CONJ', 'VERB', 'ADJF', 'NOUN', 'PNCT'], ['CONJ', 'ADVB', 'ADVB', 'VERB', 'CONJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PNCT']]","[['добрий', 'вечір', '!'], ['замовляти', 'тут', 'навушник', ',', 'в', 'білий', 'колір', '-', 'достойно', 'виглядати', 'і', 'мати', 'хороший', 'звук', '.'], ['також', 'доволі', 'швидко', 'заряджатися', 'і', 'довгий', 'час', 'тримати', 'заряд', '.']]","[False, False, False]",Positive,24
178,"Рабоча штука. Коври стірав мотори мив і сковородки і витяжки чистив. Своє одробила ше і в оренду думаю здать.
",5.0,tekhmann_842381,rozetka,"['Рабоча штука .', 'Коври стірав мотори мив і сковородки і витяжки чистив .', 'Своє одробила ше і в оренду думаю здать .']","[['Рабоча', 'штука', '.'], ['Коври', 'стірав', 'мотори', 'мив', 'і', 'сковородки', 'і', 'витяжки', 'чистив', '.'], ['Своє', 'одробила', 'ше', 'і', 'в', 'оренду', 'думаю', 'здать', '.']]","[['ADJF', 'NOUN', 'PNCT'], ['NOUN', 'VERB', 'NOUN', 'VERB', 'CONJ', 'NOUN', 'CONJ', 'NOUN', 'VERB', 'PNCT'], ['NPRO', 'VERB', 'UNKN', 'CONJ', 'PREP', 'NOUN', 'VERB', 'VERB', 'PNCT']]","[['рабочий', 'штука', '.'], ['ковр', 'стірати', 'мотор', 'мити', 'і', 'сковородки', 'і', 'витяжка', 'чистити', '.'], ['свій', 'одробити', 'ше', 'і', 'в', 'оренда', 'думати', 'здати', '.']]","[False, False, False]",Positive,19
179,"Забрав мишку зразу в перший день начала люфтіть права кнопка миші а так вроді нормально
",2.0,steelseries_62513,rozetka,['Забрав мишку зразу в перший день начала люфтіть права кнопка миші а так вроді нормально'],"[['Забрав', 'мишку', 'зразу', 'в', 'перший', 'день', 'начала', 'люфтіть', 'права', 'кнопка', 'миші', 'а', 'так', 'вроді', 'нормально']]","[['VERB', 'NOUN', 'NOUN', 'PREP', 'ADJF', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'CONJ', 'PRCL', 'NOUN', 'ADVB']]","[['забрати', 'мишка', 'зраза', 'в', 'перший', 'день', 'начало', 'люфтіти', 'право', 'кнопка', 'миша', 'а', 'так', 'врода', 'нормально']]",[False],Negative,15
180,"Прошу зв'язатися зі мною для урегулювання мого питання повернення коштів (оплата онлайн) або виконання замовлення!
",1.0,mysh--logitech-m220-silent,rozetka,"[""Прошу зв'язатися зі мною для урегулювання мого питання повернення коштів ( оплата онлайн ) або виконання замовлення !""]","[['Прошу', ""зв'язатися"", 'зі', 'мною', 'для', 'урегулювання', 'мого', 'питання', 'повернення', 'коштів', '(', 'оплата', 'онлайн', ')', 'або', 'виконання', 'замовлення', '!']]","[['VERB', 'VERB', 'PREP', 'NPRO', 'PREP', 'NOUN', 'NPRO', 'NOUN', 'NOUN', 'NOUN', 'PNCT', 'NOUN', 'NOUN', 'PNCT', 'CONJ', 'NOUN', 'NOUN', 'PNCT']]","[['просити', ""зв'язатися"", 'зі', 'я', 'для', 'урегулювання', 'мій', 'питання', 'повернення', 'кошт', '(', 'оплата', 'онлайн', ')', 'або', 'виконання', 'замовлення', '!']]",[False],Negative,15
181,"Якість хороша, алергії немає, ні чим не лірші ха звичайні памрерс чи хагіс, але нам протікають, більше не буду брати
",3.0,pampers_8001090760036,rozetka,"['Якість хороша , алергії немає , ні чим не лірші ха звичайні памрерс чи хагіс , але нам протікають , більше не буду брати']","[['Якість', 'хороша', ',', 'алергії', 'немає', ',', 'ні', 'чим', 'не', 'лірші', 'ха', 'звичайні', 'памрерс', 'чи', 'хагіс', ',', 'але', 'нам', 'протікають', ',', 'більше', 'не', 'буду', 'брати']]","[['NOUN', 'ADJF', 'PNCT', 'NOUN', 'PRED', 'PNCT', 'PRCL', 'NPRO', 'PRCL', 'NOUN', 'INTJ', 'ADJF', 'NOUN', 'PRCL', 'NOUN', 'PNCT', 'CONJ', 'NPRO', 'VERB', 'PNCT', 'ADVB', 'PRCL', 'NOUN', 'NOUN']]","[['якість', 'хороший', ',', 'алергія', 'немає', ',', 'ні', 'що', 'не', 'лірша', 'ха', 'звичайний', 'памрерс', 'чи', 'хагіс', ',', 'але', 'ми', 'протікати', ',', 'більше', 'не', 'буда', 'брат']]",[False],Neutral,20
182,"Щойно забрав каву. Ще не куштував. Дуже не сподобалось що упаковка не вакуумна. Оновлю оцінку якщо сподобається на смак.
",2.0,starbucks_7613037204438,rozetka,"['Щойно забрав каву .', 'Ще не куштував .', 'Дуже не сподобалось що упаковка не вакуумна .', 'Оновлю оцінку якщо сподобається на смак .']","[['Щойно', 'забрав', 'каву', '.'], ['Ще', 'не', 'куштував', '.'], ['Дуже', 'не', 'сподобалось', 'що', 'упаковка', 'не', 'вакуумна', '.'], ['Оновлю', 'оцінку', 'якщо', 'сподобається', 'на', 'смак', '.']]","[['PRCL', 'VERB', 'NOUN', 'PNCT'], ['PRCL', 'PRCL', 'VERB', 'PNCT'], ['ADVB', 'PRCL', 'VERB', 'CONJ', 'NOUN', 'PRCL', 'ADJF', 'PNCT'], ['VERB', 'NOUN', 'CONJ', 'VERB', 'INTJ', 'NOUN', 'PNCT']]","[['щойно', 'забрати', 'кава', '.'], ['ще', 'не', 'куштувати', '.'], ['дуже', 'не', 'сподобатися', 'що', 'упаковка', 'не', 'вакуумний', '.'], ['оновити', 'оцінка', 'якщо', 'сподобатися', 'на', 'смак', '.']]","[False, False, False, False]",Negative,19
183,"Повівся на те що будут ножиці в комплекті як на відео розпаковки та в коментарях людей і купив. По факту їх немає... . Повернути товар не можна....
",2.0,xiaomi_enchen_boost_white,rozetka,"['Повівся на те що будут ножиці в комплекті як на відео розпаковки та в коментарях людей і купив .', 'По факту їх немає . . . . Повернути товар не можна .', '. . .']","[['Повівся', 'на', 'те', 'що', 'будут', 'ножиці', 'в', 'комплекті', 'як', 'на', 'відео', 'розпаковки', 'та', 'в', 'коментарях', 'людей', 'і', 'купив', '.'], ['По', 'факту', 'їх', 'немає', '.', '.', '.', '.', 'Повернути', 'товар', 'не', 'можна', '.'], ['.', '.', '.']]","[['VERB', 'INTJ', 'NPRO', 'CONJ', 'NOUN', 'NOUN', 'PREP', 'NOUN', 'PRCL', 'INTJ', 'NOUN', 'NOUN', 'CONJ', 'PREP', 'NOUN', 'NOUN', 'CONJ', 'VERB', 'PNCT'], ['PREP', 'NOUN', 'NPRO', 'PRED', 'PNCT', 'PNCT', 'PNCT', 'PNCT', 'VERB', 'NOUN', 'PRCL', 'PRED', 'PNCT'], ['PNCT', 'PNCT', 'PNCT']]","[['повестися', 'на', 'той', 'що', 'будут', 'ножиці', 'в', 'комплект', 'як', 'на', 'відео', 'розпаковка', 'та', 'в', 'коментар', 'люди', 'і', 'купити', '.'], ['по', 'факт', 'вони', 'немає', '.', '.', '.', '.', 'повернути', 'товар', 'не', 'можна', '.'], ['.', '.', '.']]","[False, False, False]",Negative,27
