,review,rating,sentiment,sentiment_ai,sentiment_final
506,"#розпакуваннядіти
Багато кольорів,легкі аромати, можна малювати тонкі лінії та зафарбувати широкими. Гарний подарунок для маленьких творців!
",4,Positive,Positive,Positive
507,"Кабель працює, флешку телефон бачить. Роз'єми при цьому дуже жорсткі - для підключення/відключення що флешки, що телефона потрібно прикладати значні зусилля.
",3,Neutral,Negative,Neutral
508,"Не підійшов по висоті зливної труби. Довелось підставляти кахлі, щоб вирівняти висоту. Але, думаю, це проблема не лише цієї моделі і виробника.
",5,Positive,Negative,Negative
509,"Купили по акції і купились на crema , висновки:пінка не дуже зразу осідає,і смак в порівнянні з іншими ambassador для мене ця найгірша
",3,Neutral,Negative,Negative
510,"немає змоги користуватися бо брався для моста, щоб покращити сигнал, але цієї функції у нього немає.
",3,Neutral,Negative,Negative
511,"Дуже дивно що довго заряд не трима як написано. І не сказано скільки часу і від чого краще заряджати їх
",3,Neutral,Negative,Negative
512,"Все працює супер. Світиться класно. Про те, що пишуть що мишка світиться при виключеному ноутбуці неправда, все виключажться разом з ноутбуком.
",5,Positive,Negative,Positive
513,"Брав на роботу для магазину комп'ютер, але виявилось що на нього неможливо поставити ОС Windows XP. Будьте обережні...
",3,Neutral,Negative,Neutral
514,"Все як по нотам, бистріше доставка, проста установка, працює як і очікувалось. Гарантія 3 роки. Замовляв для ноутбука Lenovo g580",5,Positive,Positive,Positive
515,"Я розчарована. На фотографії був зовсім інший колір, а на справі він персиковий. Більше не буду замовляти.
",1,Negative,Negative,Negative
516,"Будь ласка не вводіть покупців в оману, на версії прошивки 1.5.1 у всьому європейському регіоні функція круїз контролю не доступна
скоріш за все це стосується всіх самокатів найнбот :)",2,Negative,Negative,Negative
517,"Супер, тепер старенький Samsung став смарт тв) багато від неї не чекайте, але ютуб і мегого працює нормально
",5,Positive,Neutral,Positive
518,"Перестала працювати вже через місяць. Шукаю на ютубі як вирішити цю проблему,але нічого не допомогло.
",1,Negative,Negative,Negative
519,"Повністю задоволена якістю та роботою товару!
відпарює гарно - як для ручного відпарювача.
Навіть з проблемами світла - точка видачі Розетки працювала - і швидко видали замовлення.
",5,Positive,Positive,Positive
520,"До жалюзей претензій не має, але краще купувати алюмінієві вони не просвічуються а пластмаса просвічуються і вся кімната такого кольору як і жалюзі.
",5,Positive,Neutral,Positive
521,"При збиванні протеїну утворюється занадто багато бульбашок, і він збільшується вдвічі від свого об’єму. Загалом, відбувається щось незрозуміле під час збовтування протеїну в шейкері.",2,Negative,Negative,Negative
522,"Неадекватні нечитабельні показники пульс взагалі неадекват, сатурація в одному положенні можна розгледіти тільки першу цифру тобто 9 друга просто світиться вся",1,Negative,Negative,Negative
523,"Печатає швидко. Але етикетка Тама 58*30 постійно відклеюється всередині чим блокує подачу і треба перемотувати вручну, можливо треба меншу етикетку.",2,Negative,Neutral,Neutral
524,"Wi-Fi працює добре, по мережі інтернет не роздає. До цього старий роутер роздавав по дротової мережі добре
",2,Negative,Negative,Negative
525,"Хочу купити саме тут. Уже натиснув кнопку, щоб бути в курсі коли з'явиться. Проте все ж хочеться знати, коли саме...
",5,Positive,Neutral,Neutral
526,"Масло середньої якості.. моєму двигуну не сподобалось (гриміли фазорегулятори та інші дивні звуки при запуску двигуна). Залив масло іншого бренду - проблема практично пройшла.
",3,Neutral,Negative,Negative
527,"Покупкою незадтволена.Кактус не танцює.Тільки співає пісеньки.Жахливої якості.Замовила дитині на Миколая,а він виявився поломаний.Дармо витрачені кошти.
",1,Negative,Negative,Negative
528,"При поломці пістолету вийшла помилка, Розетки поклали інший гарантійний від іншого пістолету і в результаті неможливо було відремонтувати пристрій
",1,Negative,Negative,Negative
529,"З двох замовлених пляшок, одна прийшла розбита. Скарга написана, але час і нерви вже втрачені. Тим більше, що розбита теж була оплачена. Надіюсь, повернуть кошти, або вишлють нову повторно. ",3,Neutral,Negative,Negative
530,"Іноді ці навушники живуть своїм життям - ставлять музику на паузу по своїй волі,самовільно відключаються
",3,Neutral,Negative,Negative
531,"якщо чесно то дуже спорний варіант бо і комплект не повний так і вага цієї миші дозволяє використовувати її як зброю.
",3,Neutral,Negative,Negative
532,"Хороші олівці, м'які і не блищать на папері. Магазин чудовий — уточнили деталі і відправили товар швидко, незважаючи на святкові дні. Дуже миле пакування з побажаннями.
",5,Positive,Positive,Positive
533,Машинка дійсно класна працює без перебоїв! За 4-години безперервної роботи майже не нагрілась! Шкода що комплектація мала.,5,Positive,Positive,Positive
534,"Чудова піч, меню звісно складнше ніж в простіших моделях з ""крутилками"" але є інструкція і кожен хто вміє читати навчиться нею користуватись )) ",5,Positive,Positive,Positive
535,"Наволочки:білі з часом покриття скручується.Розлито було сік червоний,пятно залишилось.
Не приємно на самій наволочці спати.Хрустить.
Х.б і ця це два різних відчуття.
",3,Neutral,Negative,Negative
536,"Чудовий універсальний кабель, можна зарядити практично що завгодно від чого завгодно. Проте перехідника lighning вистачило лише на три місяці, зовсім перестав заряджати. За три місяці ставлю три зірки…
",3,Neutral,Negative,Negative
537,"Нажаль забрав товар пошкоджений... не перевірив в точці видачі товару.
А вже вдома таке помітив.
Самі навушники нормальні.
",2,Negative,Negative,Negative
538,"Довго чекала можливості обновити плитку і задоволена. Порівняно зі старою небо і земля. Не віриться що все так гарно і легко працює
",5,Positive,Positive,Positive
539,"Чудовий пристрій, користуюсь, уже декілька місцяів, все влаштовує, не гріється.... працює на свої гроші, на відмінно, але маленька проблема, не сильно добре тримається в гнізді прикурувача....на великих ямах, вилітає)
",5,Positive,Negative,Neutral
540,"Згоріла (буквально) через 2 роки користування. Спочатку іскрило в середині, а потім полум'я вспихнуло! Думав що на більше років вистачить.",2,Negative,Negative,Negative
541,"Після першого використання ніж почав прокручуватися на шнеку, і це при тому що я молов відварене м'ясо, написав листа через офіційний сайт Rotex і вже майже місяць немає відповіді
",3,Neutral,Negative,Negative
542,"Сильно виражений вівсяний смак. Більше не замовлю, адже смак кави взагалі не відчувається з цим молоком. Найкращі в лінійці - кокосове та мигдальне.
",2,Negative,Negative,Negative
543,Раджу купувати всім у кого є потреба у використанні саме Canon PG-510Bk/CL-511 Multi Pack. Приємне враження!!!,4,Positive,Positive,Positive
544,"Відразу після покупки все чудово підключилося, але вже на настуний раз коли дістала їх, виникла проблема, наушники одночасно не працюють, працює або один, або другий? В чому може бути проблема?
",2,Negative,Negative,Negative
545,"не сподобалося. краще вже gimoka. варю в гейзерній кавоварці - від звареної кави враження таке, що вона розбавлена водою.
",2,Negative,Negative,Negative
546,Наш Нафаня працює на 5 . Це спасіння коли банда тварин по дому гуляє. Запрограмували і все працює чітко і якісно. Всі довольні і ти займаєшся спокійно іншими справами.,5,Positive,Positive,Positive
547,"Добрий день. Придбав ваш кабель. Скиньте, будь ласка, на пошту файли, котрі є на диску з кабелем.
",5,Positive,Neutral,Neutral
548,"Подарувала своєму хлопцю на новий рік, поки мінусів не виявили, йому подобається , зручно , що довжина регулюється коліщатком і не потрібно міняти насадки. За свою ціну
",5,Positive,Positive,Positive
549,"За трохи більші гроші можна знайти набагато мелодійний смак, просто звичайна кава, без особливого присмаку
",3,Neutral,Neutral,Neutral
550,"В каші виходить термін придатності. Жити їй залишилось місяць. Про таке треба попереджати. Розетка вам величезний мінус. Неочікувала від вас такого.
",1,Negative,Negative,Negative
551,"Розчарована. Гель збивається, ще й протікає на дитині 6 кг за 3 год використання, хоч повний і не був.",3,Neutral,Negative,Negative
552,"Спробувала каву з цим молоком в кав'ярні, кажучи було чудове. Додавати його в домашню каву, приготовані не в кавоварці, нажаль, виявилось поганою ідеєю
",3,Neutral,Negative,Negative
553,"Слабуватий. Але збиває склянку молока. Правда, потім я для збивання молока пристосувала французький прес. Французький прес набагато ефективніший)) зате цим збивачем зручно збивати білки в піну.",3,Neutral,Neutral,Neutral
554,"продали бракований товар. Діагностували три тижні. Поветати коштів або обмінювати не хочуть. Не рекомендую даний магазин
",1,Negative,Negative,Negative
555,"Хочу повернути товар,тому що рукавиці не сподобались і натирають мозолі,мені не сподобалось.Прошу продавця зі мною зв‘язатися і повернути товар.
",3,Neutral,Negative,Negative
556,"Купувала батончики на пробу, смак сподобався, але був дуже твердий, тому поставила 3. Не реально було вкусити. Зверніть увагу.",3,Neutral,Negative,Neutral
557,"Не відповідає опису, між центрами не 150мм а 180мм але на горшок встала, по розмірах трішки меньша ~ 8—10мм.",3,Neutral,Neutral,Neutral
558,"Купляв у магазині розетка, наявність вибору і сервіс жахливий. Дуже легка і при цьому жосткий кабель, при відпусканні миші вона сама переміщається куди її тягне шнур
",1,Negative,Negative,Negative
559,Це вже мій третій алкотестер. Буди і дешеві і дорогі. Скажу так - він вартує своїх грошей. На 9 з 10 тяне,5,Positive,Positive,Positive
560,"Прикольний світильник ))) Один недолік: це через 15 хв виключається, якби хотяби 30 хв, а так дуже класний світильник)))",4,Positive,Negative,Positive
561,"Хороший коврик, мені сподобався. Подушка під зап‘ястя зручна. Поверхня під мишкою певний час розрівнювалась, краще руками розрівняти і чимось притиснути до поверхні на певний чкс.
",5,Positive,Positive,Positive
562,"Спершу придбав турецьку простинь (брав не тут), попався на дешевизну. Проблема в дешевих моделях - дають спеціфічний запах при якому неможливо спати.
",5,Positive,Negative,Neutral
563,"Підійде для домашнього використання . Взяла один раз в спорт зал весь обшарпався... Дуже лущиться верхній шар (фіолетовий)
",3,Neutral,Negative,Negative
564,"Жодного разу не пошкодувала, що купила ці щітки. Чудово чистять, і великий плюс, що є чехол.
",5,Positive,Positive,Positive
565,"Через 2 місяці перестав працювати лівий навушник,а з часом і правий. Гарантію та чек викинув (не спеціально)",2,Negative,Negative,Negative
566,"Дизайн - просто супер! Але, на майбутнє, високий кран купувати більш не буду, дуже розбризкує. В решті все на відмінно.
",4,Positive,Negative,Positive
567,"Дуже класна та якісна клавіатура топова якість за низьку ціну дуже класна всім рекомендую працюю кожного дня і дуже зручно .
",5,Positive,Positive,Positive
568,"Забрав мишку зразу в перший день начала люфтіть права кнопка миші а так вроді нормально
",2,Negative,Neutral,Negative
569,"норм клавіатура ..але покищо не розібрався як виключити її повністтю (підсвітку)пк виключений -підсвітка працює ...для тих хто не зрозумів
",4,Positive,Neutral,Positive
570,"Отримала сьогодні 28.11.2021 відразу провела випробування, все чудово, брала пропорції з книги яка йшла в комплекті.",5,Positive,Positive,Positive
571,"Песик гарний але має мінуси , довжина повідка комфортна до 4років, і сам повідок має дуже погане кріплення до песика, іграшці один день а повідок вже відчіпляється сам(",3,Neutral,Negative,Negative
572,"Щойно забрав каву. Ще не куштував. Дуже не сподобалось що упаковка не вакуумна. Оновлю оцінку якщо сподобається на смак.
",2,Negative,Negative,Negative
573,"Браслет підійшов для годинника, колір просто супер (брала фіолетовий). Звичайно, матеріал гірший за якістю ніж рідний, він твердіший і не такий приємний на дотик
",3,Neutral,Negative,Neutral
574,"Дешеві пігулки. Якщо ніякого ефекту не буде - не шкода грошей. Прийшло все закрите і запаяне плівкою. До того ж сама кришка з пломбою.
",4,Positive,Negative,Positive
575,"Упаковка приїхала не пошкоджена, але коли вдома розпакували, то виявилось, що вісь погнута, отвори для кріплень не співпадають, ручки обдерті.
",2,Negative,Negative,Negative
576,"Гриф непоганий, але посадковий діаметр не відповідає опису: більше 25 мм, цілих 26,5 мм. Мої бліни не налізли. Повертаю товар.",3,Neutral,Negative,Negative
577,"16.07.2020 року купила мультиваку. Думала, якщо відома марка техніки,то буде працювати. Помилялася. Сьогодні перестала працювати. На жаль.",2,Negative,Negative,Negative
578,"Порада продавцю, вказуйте розмір голови для якого навушники будуть зручними, бо з маленької голови, а це 58 і меньше вони напевно будуть спадати самостійно",3,Neutral,Neutral,Neutral
579,"Вибирав по відгуках та вказаних в характеристиках розмірах. Мені підійшло ідеально. Комплектація була повною. Збирається та встановлюється дуже легко.
",5,Positive,Positive,Positive
580,"Дуже подобається саме цех запах, він шикарний довго відчувається і від нього кайфуєш, одного мішечка вистачає більше як на місяць аромату, висить нічого не витікає, задоволений
",5,Positive,Positive,Positive
581,"Ледь відчутний аромат, в доньки легка форма АД, але нам цей засіб підійшов.
В принципі не поганий гель для душу, але для миття волосся не підійшов
",3,Neutral,Neutral,Neutral
582,"Рамка непогана. Але чому в описі вказано скло а прийшло оргскло, шматок пластику який швидко псується. Комусь це може бути принципово !!! ",1,Negative,Negative,Negative
583,"Один недолік який повністтю знеціює даний девайс це кнопка вмикання яку потрібно утримувати для роботи блендера. Повністю незадоволений даним товаром
",1,Negative,Negative,Negative
584,"Всі переваги цього тонометра в тому, що він автоматичний. Коли погано людині і немає сил накачувати, то це основне для хворої людини. Цей тонометр добра допомога для контролю тиску.
",3,Neutral,Positive,Positive
585,"У мене вона перестала працювати десь після другого використання(
На місяць поїхала в сервіс на ремонт.. чим закінчиться це буде ще видно.
",1,Negative,Negative,Negative
586,"З коробки виходить 8 чашок кави, що небагато за свої гроші. Адже всередині 8 капсул з сухими вершками і 8 - з меленою кавою.",5,Positive,Negative,Negative
587,"цілком собі смачний напій (краще беріть цей, всі інші гірші), але від матчі там лише колір) класно розвести в молоці, а не в воді.
",3,Neutral,Positive,Positive
588,"Одноразовий. Дитя папу раз його торкнувся і все пісні до кінця не грають та і нема там заявленої кількості пісень (рахувала)
",3,Neutral,Negative,Negative
589,"Добрий вечір! Замовляла тут навушники, в білому кольорі - достойно виглядають і мають хороший звук. Також доволі швидко заряджаються і довгий час тримають заряд.
",5,Positive,Positive,Positive
590,"Провід землі у плоского кабелю повинен бути розташований між нулем і фазою для меншого нагрівання і безпеки.
",1,Negative,Neutral,Negative
591,"Неправильна йде вимова букв, від чого дитина вже навчається не правильно.
Чомусь деякі букви звучать по іншому.
Можливо вже поправили.
Раджу перед покупкою перевіряти.
",2,Negative,Negative,Negative
592,"Не підійшов товар. Хоча продавець запевняв у відповідності до мого замовлення. Обіцяли поміняти і не виходять на зв'язок! Нікому не рекомендую!
",1,Negative,Negative,Negative
593,"На кухні не плитка, можливо тому тримач постійно падає.
Про інші варіанти експлуатації нічого сказати не можу. Тому в кого на кухні теж не плитка - краще не купуйте :)
",3,Neutral,Negative,Neutral
594,"На жаль поставляється без батарей - перевірити відразу не можливо.
Колір має бути БІЛИЙ, а надіслано ЧОРНИЙ.
Але , як на мене, чорний навіть кращий.
",5,Positive,Negative,Neutral
595,"Маска на тиждень. Рівно через тиждень почала дуже сильно протікати. Кожен третій подих треба продувати. Не рекомендую.
",1,Negative,Negative,Negative
